Call,Response,Count,KB,Details
can you book a table at resto_rome_expensive_italian_4stars,great let me do the reservation,261,<KB> resto_rome_expensive_italian_4stars, <R_cuisine> italian <R_address> resto_rome_expensive_italian_4stars_address <R_location> rome <R_number> six <R_price> expensive <R_rating> 4 
hello,hello what can i help you with today,262,,
can you make a restaurant reservation at resto_paris_cheap_italian_8stars,great let me do the reservation,262,<KB> resto_paris_cheap_italian_8stars, <R_cuisine> italian <R_address> resto_paris_cheap_italian_8stars_address <R_location> paris <R_number> eight <R_price> cheap <R_rating> 8 
hello,hello what can i help you with today,263,,
i'd like to book a table at resto_bombay_moderate_italian_8stars,great let me do the reservation,263,<KB> resto_bombay_moderate_italian_8stars, <R_cuisine> italian <R_address> resto_bombay_moderate_italian_8stars_address <R_location> bombay <R_number> four <R_price> moderate <R_rating> 8 
good morning,hello what can i help you with today,264,,
can you make a restaurant reservation at resto_paris_moderate_spanish_2stars,great let me do the reservation,264,<KB> resto_paris_moderate_spanish_2stars, <R_cuisine> spanish <R_address> resto_paris_moderate_spanish_2stars_address <R_location> paris <R_number> four <R_price> moderate <R_rating> 2 
hi,hello what can i help you with today,265,,
i'd like to book a table at resto_paris_expensive_italian_2stars,great let me do the reservation,265,<KB> resto_paris_expensive_italian_2stars, <R_cuisine> italian <R_address> resto_paris_expensive_italian_2stars_address <R_location> paris <R_number> four <R_price> expensive <R_rating> 2 
hello,hello what can i help you with today,266,,
can you book a table at resto_rome_cheap_indian_2stars,great let me do the reservation,266,<KB> resto_rome_cheap_indian_2stars, <R_cuisine> indian <R_address> resto_rome_cheap_indian_2stars_address <R_location> rome <R_number> two <R_price> cheap <R_rating> 2 
good morning,hello what can i help you with today,267,,
can you book a table at resto_london_cheap_spanish_2stars,great let me do the reservation,267,<KB> resto_london_cheap_spanish_2stars, <R_cuisine> spanish <R_address> resto_london_cheap_spanish_2stars_address <R_location> london <R_number> two <R_price> cheap <R_rating> 2 
hello,hello what can i help you with today,268,,
can you book a table at resto_madrid_expensive_french_1stars,great let me do the reservation,268,<KB> resto_madrid_expensive_french_1stars, <R_cuisine> french <R_address> resto_madrid_expensive_french_1stars_address <R_location> madrid <R_number> six <R_price> expensive <R_rating> 1 
hello,hello what can i help you with today,269,,
can you make a restaurant reservation at resto_rome_expensive_indian_8stars,great let me do the reservation,269,<KB> resto_rome_expensive_indian_8stars, <R_cuisine> indian <R_address> resto_rome_expensive_indian_8stars_address <R_location> rome <R_number> two <R_price> expensive <R_rating> 8 
hello,hello what can i help you with today,270,,
can you make a restaurant reservation at resto_paris_cheap_italian_7stars,great let me do the reservation,270,<KB> resto_paris_cheap_italian_7stars, <R_cuisine> italian <R_address> resto_paris_cheap_italian_7stars_address <R_location> paris <R_number> four <R_price> cheap <R_rating> 7 
good morning,hello what can i help you with today,271,,
can you make a restaurant reservation at resto_madrid_cheap_french_4stars,great let me do the reservation,271,<KB> resto_madrid_cheap_french_4stars, <R_cuisine> french <R_address> resto_madrid_cheap_french_4stars_address <R_location> madrid <R_number> six <R_price> cheap <R_rating> 4 
hi,hello what can i help you with today,272,,
can you make a restaurant reservation at resto_bombay_moderate_spanish_1stars,great let me do the reservation,272,<KB> resto_bombay_moderate_spanish_1stars, <R_cuisine> spanish <R_address> resto_bombay_moderate_spanish_1stars_address <R_location> bombay <R_number> two <R_price> moderate <R_rating> 1 
good morning,hello what can i help you with today,273,,
i'd like to book a table at resto_london_moderate_spanish_4stars,great let me do the reservation,273,<KB> resto_london_moderate_spanish_4stars, <R_cuisine> spanish <R_address> resto_london_moderate_spanish_4stars_address <R_location> london <R_number> four <R_price> moderate <R_rating> 4 
hi,hello what can i help you with today,274,,
can you book a table at resto_paris_moderate_french_5stars,great let me do the reservation,274,<KB> resto_paris_moderate_french_5stars, <R_cuisine> french <R_address> resto_paris_moderate_french_5stars_address <R_location> paris <R_number> six <R_price> moderate <R_rating> 5 
hello,hello what can i help you with today,275,,
i'd like to book a table at resto_madrid_cheap_italian_8stars,great let me do the reservation,275,<KB> resto_madrid_cheap_italian_8stars, <R_cuisine> italian <R_address> resto_madrid_cheap_italian_8stars_address <R_location> madrid <R_number> six <R_price> cheap <R_rating> 8 
good morning,hello what can i help you with today,276,,
i'd like to book a table at resto_paris_expensive_british_8stars,great let me do the reservation,276,<KB> resto_paris_expensive_british_8stars, <R_cuisine> british <R_address> resto_paris_expensive_british_8stars_address <R_location> paris <R_number> two <R_price> expensive <R_rating> 8 
good morning,hello what can i help you with today,277,,
i'd like to book a table at resto_madrid_cheap_italian_3stars,great let me do the reservation,277,<KB> resto_madrid_cheap_italian_3stars, <R_cuisine> italian <R_address> resto_madrid_cheap_italian_3stars_address <R_location> madrid <R_number> six <R_price> cheap <R_rating> 3 
hi,hello what can i help you with today,278,,
can you make a restaurant reservation at resto_bombay_moderate_indian_7stars,great let me do the reservation,278,<KB> resto_bombay_moderate_indian_7stars, <R_cuisine> indian <R_address> resto_bombay_moderate_indian_7stars_address <R_location> bombay <R_number> six <R_price> moderate <R_rating> 7 
hi,hello what can i help you with today,279,,
can you book a table at resto_madrid_expensive_french_3stars,great let me do the reservation,279,<KB> resto_madrid_expensive_french_3stars, <R_cuisine> french <R_address> resto_madrid_expensive_french_3stars_address <R_location> madrid <R_number> six <R_price> expensive <R_rating> 3 
hello,hello what can i help you with today,280,,
can you make a restaurant reservation at resto_bombay_moderate_italian_8stars,great let me do the reservation,280,<KB> resto_bombay_moderate_italian_8stars, <R_cuisine> italian <R_address> resto_bombay_moderate_italian_8stars_address <R_location> bombay <R_number> four <R_price> moderate <R_rating> 8 
good morning,hello what can i help you with today,281,,
can you book a table at resto_bombay_expensive_indian_6stars,great let me do the reservation,281,<KB> resto_bombay_expensive_indian_6stars, <R_cuisine> indian <R_address> resto_bombay_expensive_indian_6stars_address <R_location> bombay <R_number> eight <R_price> expensive <R_rating> 6 
hello,hello what can i help you with today,282,,
i'd like to book a table at resto_london_moderate_french_1stars,great let me do the reservation,282,<KB> resto_london_moderate_french_1stars, <R_cuisine> french <R_address> resto_london_moderate_french_1stars_address <R_location> london <R_number> six <R_price> moderate <R_rating> 1 
good morning,hello what can i help you with today,283,,
can you make a restaurant reservation at resto_london_cheap_french_5stars,great let me do the reservation,283,<KB> resto_london_cheap_french_5stars, <R_cuisine> french <R_address> resto_london_cheap_french_5stars_address <R_location> london <R_number> four <R_price> cheap <R_rating> 5 
hi,hello what can i help you with today,284,,
can you make a restaurant reservation at resto_london_cheap_french_1stars,great let me do the reservation,284,<KB> resto_london_cheap_french_1stars, <R_cuisine> french <R_address> resto_london_cheap_french_1stars_address <R_location> london <R_number> eight <R_price> cheap <R_rating> 1 
hi,hello what can i help you with today,285,,
may i have a table at resto_madrid_expensive_spanish_1stars,great let me do the reservation,285,<KB> resto_madrid_expensive_spanish_1stars, <R_cuisine> spanish <R_address> resto_madrid_expensive_spanish_1stars_address <R_location> madrid <R_number> four <R_price> expensive <R_rating> 1 
hi,hello what can i help you with today,286,,
can you make a restaurant reservation at resto_london_moderate_british_4stars,great let me do the reservation,286,<KB> resto_london_moderate_british_4stars, <R_cuisine> british <R_address> resto_london_moderate_british_4stars_address <R_location> london <R_number> four <R_price> moderate <R_rating> 4 
hello,hello what can i help you with today,287,,
can you make a restaurant reservation at resto_bombay_moderate_spanish_3stars,great let me do the reservation,287,<KB> resto_bombay_moderate_spanish_3stars, <R_cuisine> spanish <R_address> resto_bombay_moderate_spanish_3stars_address <R_location> bombay <R_number> six <R_price> moderate <R_rating> 3 
hello,hello what can i help you with today,288,,
can you book a table at resto_bombay_expensive_british_7stars,great let me do the reservation,288,<KB> resto_bombay_expensive_british_7stars, <R_cuisine> british <R_address> resto_bombay_expensive_british_7stars_address <R_location> bombay <R_number> four <R_price> expensive <R_rating> 7 
good morning,hello what can i help you with today,289,,
can you make a restaurant reservation at resto_paris_expensive_british_2stars,great let me do the reservation,289,<KB> resto_paris_expensive_british_2stars, <R_cuisine> british <R_address> resto_paris_expensive_british_2stars_address <R_location> paris <R_number> six <R_price> expensive <R_rating> 2 
hello,hello what can i help you with today,290,,
may i have a table at resto_rome_expensive_italian_5stars,great let me do the reservation,290,<KB> resto_rome_expensive_italian_5stars, <R_cuisine> italian <R_address> resto_rome_expensive_italian_5stars_address <R_location> rome <R_number> two <R_price> expensive <R_rating> 5 
good morning,hello what can i help you with today,291,,
can you book a table at resto_bombay_moderate_british_7stars,great let me do the reservation,291,<KB> resto_bombay_moderate_british_7stars, <R_cuisine> british <R_address> resto_bombay_moderate_british_7stars_address <R_location> bombay <R_number> two <R_price> moderate <R_rating> 7 
hello,hello what can i help you with today,292,,
i'd like to book a table at resto_london_cheap_french_1stars,great let me do the reservation,292,<KB> resto_london_cheap_french_1stars, <R_cuisine> french <R_address> resto_london_cheap_french_1stars_address <R_location> london <R_number> eight <R_price> cheap <R_rating> 1 
hi,hello what can i help you with today,293,,
may i have a table at resto_london_expensive_french_6stars,great let me do the reservation,293,<KB> resto_london_expensive_french_6stars, <R_cuisine> french <R_address> resto_london_expensive_french_6stars_address <R_location> london <R_number> two <R_price> expensive <R_rating> 6 
